10ul nr-200ulh2o,,20uL-2M NaCl,
Wavelength (nm),Abs,Wavelength (nm),Abs
439,0.302504008019237,439,0.28105847089103
438,0.303225800898867,438,0.281646226271055
437,0.303768051119603,437,0.28234679194598
436,0.304588792084924,436,0.283100747777351
435,0.305120466135313,435,0.283711273718418
434,0.305985424538407,434,0.284190661260389
433,0.306457079768685,433,0.284705131529499
432,0.306998080734538,432,0.285246770835616
431,0.307623693004927,431,0.286045043261647
430,0.308621213937427,430,0.286757656187646
429,0.30909044139552,429,0.287250902412234
428,0.309843138455946,428,0.287764342882334
427,0.310546046154894,427,0.28842602041835
426,0.311222293274311,426,0.289147138201578
425,0.311822842284976,425,0.289769054644623
424,0.312397410450017,424,0.290203416795227
423,0.313122620136858,423,0.290916366551059
422,0.313940741188772,422,0.291582006398141
421,0.314428355373518,421,0.292216401368718
420,0.315246160458768,420,0.29286335914682
419,0.31569178569348,419,0.293423873321215
418,0.316669496171476,418,0.294054190484203
417,0.317433305246992,417,0.29465129201711
416,0.317989319826042,416,0.295244055826878
415,0.318804290878958,415,0.295995425552364
414,0.319692992565612,414,0.296707959611129
413,0.320285110282443,413,0.29741416852795
412,0.321047178296525,412,0.297995397096896
411,0.322044532311614,411,0.298927766956953
410,0.322277028163431,410,0.299191794080969
409,0.323359206411627,409,0.299853313655804
408,0.323848868410764,408,0.300402455677363
407,0.324742687421456,407,0.301240188812052
406,0.32586502113773,406,0.302168709566166
405,0.326791184690781,405,0.302907883282695
404,0.327367569060476,404,0.303568191833303
403,0.328065723720253,403,0.304221708790852
402,0.328734292554611,402,0.304911677929259
401,0.329523396554729,401,0.305457659884013
400,0.330545694558347,400,0.306197925595012
399,0.331019261106335,399,0.306582100297243
398,0.331921944124311,398,0.307418032635173
397,0.332656780736442,397,0.308186702453176
396,0.333521587950184,396,0.308898793655368
395,0.334362488887064,395,0.309406506065009
394,0.33502982767131,394,0.310189122870343
393,0.33575474792021,393,0.310471066606303
392,0.336702407778822,392,0.311084829600439
391,0.336942549323077,391,0.311887359331651
390,0.33808897831733,390,0.312747351316195
389,0.338848340557843,389,0.31329750158444
388,0.339499448581969,388,0.314144418622959
387,0.340363096339936,387,0.314576362168732
386,0.340971099738064,386,0.315090385150317
385,0.341763384417715,385,0.315655882173295
384,0.342450146703083,384,0.316258093666418
383,0.342881293490129,383,0.316783694718501
382,0.34374947166609,382,0.317506942329795
381,0.344602217819177,381,0.317994111046312
380,0.345159334807053,380,0.318719810303306
379,0.345937745416758,379,0.319076584928568
378,0.346311485625842,378,0.319359499408102
377,0.347276356048968,377,0.320004999665296
376,0.347300169821017,376,0.320373874464405
375,0.348244154082576,375,0.32121204730774
374,0.348906015747327,374,0.32177715973339
373,0.349647514747419,373,0.322312015226525
372,0.350243992567028,372,0.322708514700487
371,0.350568679524488,371,0.322968020954499
370,0.35124281351305,370,0.323536705760659
369,0.35197463559628,369,0.323991442586025
368,0.35241158843876,368,0.324588060193602
367,0.352646146978826,367,0.324488321086984
366,0.35322664672776,366,0.324835949578676
365,0.35375168680976,365,0.325370700043863
364,0.354459032885358,364,0.325967462125676
363,0.354633194118136,363,0.326576164198528
362,0.355276245265047,362,0.326564935529587
361,0.355434684982663,361,0.326826537328885
360,0.355384750139201,360,0.326798271469196
359,0.355727779169789,359,0.327099016749846
358,0.356839406020677,358,0.327958655360678
357,0.356677951987069,357,0.328069690742345
356,0.356795107606815,356,0.328177750932826
355,0.357162759385002,355,0.328422818200511
354,0.357546702502051,354,0.328494178586357
353,0.35822385021818,353,0.329277044617383
352,0.358311975628208,352,0.329651339144189
351,0.359019901352963,351,0.330171957535917
350,0.359515831801948,350,0.330667204123129
349,0.360141213777785,349,0.331297243340536
348,0.360984562754753,348,0.332384131902064
347,0.361969789657333,347,0.333030824038667
346,0.363259118271378,346,0.33408558305497
345,0.363810344708953,345,0.334948680779675
344,0.365330345177571,344,0.336148028796575
343,0.366399298095379,343,0.337107574263278
342,0.36755219123426,342,0.3383715524472
341,0.369450788991859,341,0.339876886776637
340,0.370862836856181,340,0.341207849711904
339,0.372561899725125,339,0.342522938394549
338,0.374062145057119,338,0.344179423600346
337,0.375518636292621,337,0.345400730592755
336,0.377606727690043,336,0.347212695894532
335,0.379606097521706,335,0.348636551526935
334,0.381291729279812,334,0.350213088177819
333,0.382834771805412,333,0.35174186487007
332,0.3848474545032,332,0.353261532345236
331,0.386788796959231,331,0.35502191215028
330,0.388685448669846,330,0.356604190472717
329,0.390636107784809,329,0.358263008296698
328,0.392641499348815,328,0.360220532680069
327,0.394583398250958,327,0.361634624177834
326,0.396737195277387,326,0.363102128846862
325,0.398786683350138,325,0.365007514166048
324,0.40042096473117,324,0.36665454306179
323,0.402318021087158,323,0.368062769735364
322,0.404519684801953,322,0.369843298875349
321,0.406685483911463,321,0.371786721966366
320,0.408800092828898,320,0.37326606694767
319,0.410910379172173,319,0.374864594353581
318,0.412996129473135,318,0.376389948683529
317,0.414899750044998,317,0.378211296093225
316,0.417060178310575,316,0.379749743452974
315,0.418986117230383,315,0.381152771279743
314,0.420743712644315,314,0.382610382376761
313,0.423293545563786,313,0.384755911823403
312,0.424961452994034,312,0.386251073714897
311,0.426930580206594,311,0.38793305371464
310,0.42873319422773,310,0.389090256746155
309,0.431074172154717,309,0.390772627721388
308,0.433060785276973,308,0.392547915651629
307,0.434897780323816,307,0.394137578131952
306,0.437332931802054,306,0.395820462499203
305,0.439168413721289,305,0.397424013216952
304,0.441434590451502,304,0.399319875570918
303,0.443636330683109,303,0.400896187317298
302,0.44578321082685,302,0.402071251842577
301,0.447946710728879,301,0.403943557597317
300,0.450045080079304,300,0.405689158695981
