10ul aunr-dna2-200ul h2o,,20uL-2M NaCl,,10uL BP 2,,20uL BP2,,10uL 2M NaCl,,20uL 2M NaCl,,20uL 2M NaCl,,30uL 2M NaCl,,10uL BP2,,30mins - rt,,50 p1,,50 p2,,50 p3,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
901,0.0520473314216895,901,0.0408863195906373,901,0.0334081071832995,901,0.0347816225606672,901,0.0308271091058437,901,0.0337954122831194,901,0.028934004851989,901,0.0341691164428389,901,0.0482380344107596,901,0.166203035987781,901,0.0574455791522193,901,0.0756187056199062,901,0.0604215386040207
900,0.0535423160685243,900,0.0417256390050085,900,0.0345457491511271,900,0.0358151373886019,900,0.0322280186443651,900,0.0347265468660451,900,0.0298906174568177,900,0.0352278978393885,900,0.049315857798922,900,0.167607204428806,900,0.058230400008297,900,0.0768706919920073,900,0.0612413870439271
899,0.0530065151816588,899,0.0413516423062855,899,0.0339991601529478,899,0.0355520118472309,899,0.0311361904025922,899,0.0341743253795468,899,0.0299888771297181,899,0.0347469330325088,899,0.048852790669182,899,0.168460107863986,899,0.0584642158088167,899,0.0766980972828112,899,0.0606557634561956
898,0.0531383482631541,898,0.0408362372002147,898,0.0345519156112671,898,0.0353562395146067,898,0.0314601027096196,898,0.033860444486247,898,0.0297168662422859,898,0.0348816123298929,898,0.0498611167033824,898,0.1694673599645,898,0.058519690404489,898,0.0766677373469014,898,0.061212088592186
897,0.0540057523172917,897,0.0416693052687073,897,0.0355712286944484,897,0.0366487878383177,897,0.0324376709183425,897,0.0346125197553889,897,0.0305405756241788,897,0.0357796624894032,897,0.050305757740698,897,0.170449318387118,897,0.0592201740856194,897,0.0774629223584835,897,0.0624359298702914
896,0.0544842096452853,896,0.0422813322817354,896,0.0354475702293417,896,0.0368480179903996,896,0.0327131222976262,896,0.0349518573391814,896,0.0306592610043196,896,0.0361227829746816,896,0.0506922906094325,896,0.171001512752684,896,0.0601177493401989,896,0.0780144155091295,896,0.0630695742647744
895,0.0541036710069003,895,0.0428844225161134,895,0.0354136419405876,895,0.0368169104300117,895,0.03293881456715,895,0.0346098285501314,895,0.0310274392058046,895,0.0361243864521279,895,0.0507046253133718,895,0.171487439738834,895,0.0604556631148091,895,0.0784868667482472,895,0.0628750007767234
894,0.0547354839157551,894,0.0429638042845203,894,0.0361014319708399,894,0.0368271384852502,894,0.0328972631935423,894,0.0355027374433618,894,0.0308360854301521,894,0.0364464678404555,894,0.051365567677112,894,0.171900222995177,894,0.0607095836819093,894,0.0787509342301493,894,0.0633676483930559
893,0.0549814683926827,893,0.0429652331749861,893,0.036135639091986,893,0.0369027715817685,893,0.0333574262054213,893,0.035048210227785,893,0.0312264431502585,893,0.036654477250749,893,0.052944722146039,893,0.173223702688914,893,0.0613033286291971,893,0.0791620908535069,893,0.0638837657488693
892,0.0554663848988374,892,0.0436130903334421,892,0.036765097619767,892,0.0381268763323051,892,0.0338927123564239,892,0.035654904937922,892,0.0317929465389016,892,0.0377662712894071,892,0.0531213513366097,892,0.173974256684501,892,0.0614691955318092,892,0.0797836470140503,892,0.0651231392015534
891,0.0563887372058938,891,0.0439284884695491,891,0.0371700727037184,891,0.0380427224981988,891,0.0337298582616802,891,0.0355090017808635,891,0.0321197463056053,891,0.0379504489585412,891,0.0529330254479425,891,0.175107193666937,891,0.061975208006376,891,0.0799393929698485,891,0.0648504559318866
890,0.0563808379897585,890,0.043986662869732,890,0.037355972428261,890,0.0384475902866821,890,0.0343031404146627,890,0.0354402675592332,890,0.0320837358455338,890,0.0377997061184051,890,0.053208800448964,890,0.174861877029044,890,0.0626576675447225,890,0.0801343252139513,890,0.0652981736079375
889,0.056782760245189,889,0.0449398729166426,889,0.0378616407730303,889,0.03932391866228,889,0.0347195367135444,889,0.0358843245893185,889,0.0320025560327718,889,0.0387243341687187,889,0.0542932679848228,889,0.176239481515225,889,0.0623154670822064,889,0.0809332377169848,889,0.0651773655542155
888,0.0582775261019095,888,0.0453703917845011,888,0.0382758669089654,888,0.0396864722656,888,0.0356028091030932,888,0.036580661506114,888,0.0333490405134912,888,0.0392259609274911,888,0.0552681610010394,888,0.177957642649152,888,0.0647768277390575,888,0.0816512652484781,888,0.0662825548111944
887,0.0587852254245563,887,0.0456183728889075,887,0.0389492087757753,887,0.0401254399930762,887,0.0358040336022615,887,0.0367996106314197,887,0.0335931863092787,887,0.0394740292632271,887,0.0556476915006684,887,0.17851154649095,887,0.0645139417275868,887,0.0823756138120497,887,0.0670269442992012
886,0.0578782115310248,886,0.0453744723954625,886,0.0386857344784462,886,0.0403090588848297,886,0.0356205670675216,886,0.0367027557597546,886,0.0336590833384658,886,0.0391777694108862,886,0.0559083254487991,886,0.17871771897619,886,0.0646082211279464,886,0.0821247205808031,886,0.0672995774272526
885,0.0592127275445745,885,0.0465704491192952,885,0.0398169612834035,885,0.0410036277024083,885,0.0370157103371916,885,0.0376390504484385,885,0.0349488834782803,885,0.0407944351977866,885,0.057295684717718,885,0.180364397015162,885,0.0660144767853891,885,0.0833645800973729,885,0.068608712397817
884,0.0595165966949962,884,0.0466041364204615,884,0.0396083394591808,884,0.0409100403531744,884,0.0365831396640903,884,0.0374609022729434,884,0.0342370615676042,884,0.0403271239537339,884,0.057046939878026,884,0.180991707054975,884,0.0656579088851057,884,0.0832852682312883,884,0.068486858829162
883,0.0597085126681034,883,0.0468338791303866,883,0.0399505545673753,883,0.0413495069209626,883,0.0369133962126166,883,0.0375289975022558,883,0.0347278367464309,883,0.0409174355800362,883,0.0575076909016528,883,0.18143249595165,883,0.0664085269288055,883,0.0841024131651563,883,0.0689445322195656
882,0.0602197322208787,882,0.0473283389199736,882,0.0404518388746127,882,0.0416193889137834,882,0.0372695985567074,882,0.0380841756902175,882,0.0351125883385576,882,0.0415461772424704,882,0.0583111272876619,882,0.182247831137047,882,0.0667226965418105,882,0.084555684969899,882,0.0696233938862208
881,0.0613111688340911,881,0.047750166476519,881,0.0408234402415293,881,0.0417615744567367,881,0.0377351261250948,881,0.0381639566688144,881,0.0356558041657705,881,0.0415485414732503,881,0.0586519339279011,881,0.183154001305481,881,0.0672977639407129,881,0.0850939070114995,881,0.0698829156081676
880,0.0613942300388875,880,0.0483645213970264,880,0.0413307159828453,880,0.0421008707242217,880,0.0377865747341902,880,0.0383003785075345,880,0.0353224025978292,880,0.0420798512298797,880,0.0589364650916405,880,0.183382172247578,880,0.0675531471609321,880,0.0858173698360988,880,0.0705616328359541
879,0.0620348953513341,879,0.0486511628711746,879,0.0417343304951011,879,0.0428783366078966,879,0.0386318591220733,879,0.03908757696867,879,0.0359356949922575,879,0.0428813938375143,879,0.0604216278538211,879,0.184173092109262,879,0.0685595424901845,879,0.0864738966407844,879,0.0711512930344432
878,0.0623292419581172,878,0.0495920143133279,878,0.0426307153426104,878,0.0435778026671027,878,0.0390101181992621,878,0.0391164115856938,878,0.0363950088401576,878,0.0431121767907665,878,0.0603415781525581,878,0.185064582256376,878,0.0685833688895564,878,0.0871546396332675,878,0.071967104891531
877,0.0628352708626237,877,0.0496788716632234,877,0.0424958384414154,877,0.0439618568795658,877,0.0392274909044873,877,0.0395784797072032,877,0.0374621438641123,877,0.0432607143935783,877,0.0611813914193116,877,0.185899917083467,877,0.0693400364201156,877,0.0871962781991776,877,0.0726041414380706
876,0.0637126576772591,876,0.0499702739155038,876,0.0425145942158562,876,0.0442288391749945,876,0.0396429657308274,876,0.0396744181933387,876,0.0367122205540786,876,0.0434536746835885,876,0.0618855878906354,876,0.186205956412396,876,0.0702781801081488,876,0.0877669641536996,876,0.0726231421405344
875,0.0646935077024672,875,0.0500000725902112,875,0.0430485170334133,875,0.0447112731601061,875,0.0397265792815245,875,0.0393456837507377,875,0.0377075688938582,875,0.0447110436163094,875,0.0624675228893121,875,0.187584951261944,875,0.0703380152088365,875,0.088964375449687,875,0.0735690257612916
874,0.0649293571356373,874,0.0506058120641976,874,0.0431181802129904,874,0.0449872725585992,874,0.0400823152950818,874,0.0402096576414174,874,0.0377652264924759,874,0.0446510794551545,874,0.0631680313763408,874,0.187990781122709,874,0.0712334518895271,874,0.0889057621927433,874,0.0725986953352545
873,0.0652695027192849,873,0.05149667034391,873,0.0445335278207683,873,0.0461223310388351,873,0.0407867577163334,873,0.0408542957723002,873,0.0381995138063494,873,0.045860223985377,873,0.0636876582174847,873,0.188350736830848,873,0.0720543379799599,873,0.0894345206602108,873,0.0745118418906311
872,0.0662664226450517,872,0.0518347941849235,872,0.0447443000383579,872,0.0460432333260765,872,0.0410834915790016,872,0.0406596724650349,872,0.0388570255443604,872,0.0456269126064718,872,0.0649058505921977,872,0.190178387111828,872,0.0724169325899262,872,0.0904218914817241,872,0.0747632325011698
871,0.0660952475270879,871,0.052862384088294,871,0.0453889560002575,871,0.0466407660407782,871,0.0420737195473547,871,0.0413953488325339,871,0.039923764514601,871,0.0466610563182289,871,0.0652192354568505,871,0.191127481965885,871,0.0731501078442454,871,0.0914514520144757,871,0.075600343610747
870,0.0680719341650412,870,0.0528061365211159,870,0.0457392096993583,870,0.0476228761419646,870,0.0431085461899765,870,0.0418561436436868,870,0.039925779386946,870,0.0470334532270446,870,0.0660638415956104,870,0.191315643925761,870,0.0742935532227268,870,0.0912590717909988,870,0.0760992898393503
869,0.068174439453989,869,0.0544760808847537,869,0.0468816878072888,869,0.0473957183441631,869,0.0431031146391642,869,0.0422730863550829,869,0.040388908760486,869,0.0482541759415714,869,0.0665673032364035,869,0.192248207745469,869,0.0743199386617707,869,0.0924280198425008,869,0.077016772997034
868,0.0683750382521737,868,0.0535733858107518,868,0.0469558333847792,868,0.0483395798302336,868,0.0433517777638767,868,0.0425239581324186,868,0.0404622949643287,868,0.0479629685126183,868,0.0670382112351375,868,0.193071807648408,868,0.0748605324858247,868,0.0923606119373034,868,0.0769339145913697
867,0.0699129873551294,867,0.0545333375952898,867,0.0465922922553882,867,0.0483920976735574,867,0.0450180233667693,867,0.0434896675742799,867,0.0416435201338452,867,0.0483326357974124,867,0.0680519810003355,867,0.19417162047299,867,0.0755812122089246,867,0.093211807928043,867,0.0773194440193092
866,0.06960224504998,866,0.0549591698484804,866,0.0478723494388822,866,0.0490588883285127,866,0.0446477802320456,866,0.0426378829207456,866,0.0412074562005445,866,0.0483265887926064,866,0.0687162265451505,866,0.194118797828965,866,0.0763634522403035,866,0.0931378947729905,866,0.0784882313459659
865,0.0707311352802678,865,0.0553127615759865,865,0.0480569316968157,865,0.0500853266795781,865,0.0448055111372222,865,0.0440736955510154,865,0.0416934962511529,865,0.0492656637483648,865,0.0690678192556609,865,0.195586904385128,865,0.0770965866764953,865,0.0939750933922128,865,0.079444751939896
864,0.0709533095346109,864,0.0558917497117834,864,0.049386736689908,864,0.0500910205641708,864,0.0451100016640839,864,0.0438501615457503,864,0.0421085714720246,864,0.0499176229708485,864,0.0701041390957784,864,0.195221349790585,864,0.0769313805662522,864,0.0950272652411011,864,0.0800034062536126
863,0.073598709844506,863,0.0579204188438787,863,0.0494921773913839,863,0.0510681617990847,863,0.045957387738299,863,0.0457651528748916,863,0.0440622639965252,863,0.0517908701509065,863,0.0712016721966164,863,0.196968802373571,863,0.0789526916805281,863,0.097234090315808,863,0.0820544526647263
862,0.0729567536345939,862,0.0579098296581358,862,0.0508359359865758,862,0.0504113636870924,862,0.0468922710183905,862,0.0459760346164271,862,0.0439777543199141,862,0.050576844292977,862,0.0729035067592635,862,0.197711373818861,862,0.0796119121010576,862,0.0968906248505615,862,0.0817904007448219
861,0.0739846342023793,861,0.0577218997802393,861,0.0502311543202683,861,0.0527408937918485,861,0.04710341238775,861,0.0463885137031459,861,0.043787681968407,861,0.0519688103563246,861,0.0728772072323603,861,0.197714108155356,861,0.0796006873190116,861,0.0972951339500751,861,0.0816790700365721
860,0.0748333145861126,860,0.0585386179556028,860,0.0518762140103076,860,0.0527458041938271,860,0.0477508599441117,860,0.0475504072338518,860,0.0447761528387807,860,0.0528868558082008,860,0.0736145953422666,860,0.199371873375278,860,0.0805317125807998,860,0.0979721760521815,860,0.0829195360088191
859,0.0765972968814053,859,0.0602026045595406,859,0.0521231522986759,859,0.0538803665466548,859,0.0489316774602222,859,0.0476284800606304,859,0.0456109259322043,859,0.053940387756395,859,0.0743041194924898,859,0.198839871549073,859,0.0821441736999672,859,0.0994968112630474,859,0.0847636504418933
858,0.0777706418082235,858,0.0614969903233095,858,0.0532744061569438,858,0.0548142425273469,858,0.0493196566604923,858,0.048547865617728,858,0.046537513591533,858,0.0547927161043841,858,0.0756788497165211,858,0.199814462652316,858,0.0833019510587134,858,0.101027307708608,858,0.0851505908391774
857,0.0768184460466679,857,0.0608371356710295,857,0.0533832538985423,857,0.0543297011997394,857,0.0489703873474196,857,0.0493528038625695,857,0.0461693417083404,857,0.0547356894565549,857,0.0755145515575189,857,0.200032685197632,857,0.0825030868024844,857,0.100545821239958,857,0.0849507503056851
856,0.0788376784475494,856,0.0611377932419664,856,0.0539115777127734,856,0.0551305366855994,856,0.0505099873057658,856,0.0487850979325766,856,0.0473011476143445,856,0.0548001166096587,856,0.076382865042054,856,0.200860465856427,856,0.0838844642372799,856,0.101486339708928,856,0.0861319520939333
855,0.0783860224389143,855,0.0620888270404317,855,0.0537807402733985,855,0.055844263580464,855,0.0505973193045669,855,0.0500976732075692,855,0.0468777660288849,855,0.0549468606024123,855,0.0775257051722512,855,0.202264304866341,855,0.0833897346119535,855,0.101610618348204,855,0.0855175456165555
854,0.0797826516142643,854,0.062273756673501,854,0.0553680408926133,854,0.0561832569614954,854,0.0512725755099841,854,0.0492924563845316,854,0.0486168531827899,854,0.0560096484567154,854,0.0774135750635203,854,0.202801965955065,854,0.084799647921047,854,0.102077569648513,854,0.0872160547522528
853,0.081006038307921,853,0.0649520232174162,853,0.0561357684053585,853,0.0578680965825352,853,0.0529491962163553,853,0.0515758639867036,853,0.0492516881590658,853,0.0572533018040511,853,0.0795746942007032,853,0.204156514470862,853,0.0872833017697604,853,0.103754256464089,853,0.0883287884117647
852,0.0816599501484128,852,0.0653532944214302,852,0.0573715117190611,852,0.0586250612962028,852,0.0537051274677204,852,0.0520189384800015,852,0.0497108852847418,852,0.0579782794014796,852,0.0811644701105818,852,0.203196194806444,852,0.0868575270495098,852,0.104354179875778,852,0.0894630827219541
851,0.0830352593913715,851,0.0663488386724788,851,0.0581072509896983,851,0.0586036117890378,851,0.0536055120945699,851,0.0516599993691344,851,0.0503737170034953,851,0.0588119597693853,851,0.0823117192615424,851,0.204485936591902,851,0.0881260851833045,851,0.105404146786904,851,0.0896426723438363
850,0.0831262490854026,850,0.0664743775085591,850,0.0580873361519188,850,0.0607725213214027,850,0.0547904548640365,850,0.0530521418063229,850,0.05022505176371,850,0.0595302237030025,850,0.0834055118153212,850,0.205085421166445,850,0.088498547042021,850,0.105204266681052,850,0.0912914912481888
849,0.084656902735976,849,0.066274322808551,849,0.0588216224762923,849,0.0602216948085413,849,0.0545919227501385,849,0.0529899620913225,849,0.0517477087611576,849,0.060269662018803,849,0.0833791331551159,849,0.205425477387764,849,0.0881007499672524,849,0.105867368359875,849,0.0915324612129213
848,0.0853997724991118,848,0.0674039865698924,848,0.0602580637575986,848,0.0610798975750505,848,0.0564162971633833,848,0.0541517296017926,848,0.0518917912203154,848,0.0601143007750918,848,0.0852612085893311,848,0.205883347963435,848,0.0897092459456768,848,0.107470945471479,848,0.0920496783407363
847,0.0867043060294247,847,0.0679004092730811,847,0.060869029522596,847,0.0616674661776373,847,0.0571733319337546,847,0.0541799983978838,847,0.0525982533108615,847,0.0618612306557985,847,0.0859292933552324,847,0.206909030757882,847,0.091246807326815,847,0.107305770721532,847,0.0922900129744292
846,0.0886921211050858,846,0.0713383230742293,846,0.0631749173241342,846,0.0648595927088447,846,0.0588372433191479,846,0.0566600799663568,846,0.0548347127077942,846,0.0639731993124906,846,0.0881525317789058,846,0.20879604995865,846,0.0932262776438028,846,0.110653989656449,846,0.0948887843391763
845,0.0884250508617076,845,0.0691573251753477,845,0.0629556086217437,845,0.0634896318181229,845,0.0580331889813936,845,0.056745471685796,845,0.054377256716902,845,0.0626269577317515,845,0.0881030012219895,845,0.207369679055083,845,0.0922313653299909,845,0.109736685426441,845,0.0946384775803801
844,0.0900939624171425,844,0.0712362883859098,844,0.0638305702117234,844,0.0646347756310204,844,0.0591166163231225,844,0.0565773589237191,844,0.0545704953991041,844,0.0637830475791836,844,0.0892246884553715,844,0.207772212966176,844,0.0937304198136822,844,0.110069186582638,844,0.0952630323704475
843,0.0905112537296401,843,0.0715280279332135,843,0.0634540397936225,843,0.0654529328131228,843,0.0591469602537827,843,0.0572004692457217,843,0.0550344430428655,843,0.0647514664683922,843,0.0892808012462395,843,0.208798352589433,843,0.0947692798003082,843,0.110915573521506,843,0.0959592533026974
842,0.0910053254311049,842,0.0730733439130791,842,0.0646896320422456,842,0.0658868715471658,842,0.0602338273655183,842,0.0578307738695233,842,0.0560031696726518,842,0.0650865710637141,842,0.0899077544048057,842,0.208248203511061,842,0.0947738841895957,842,0.111755744686566,842,0.0974176357086501
841,0.0922110709918908,841,0.073348206759807,841,0.0653703857015085,841,0.0660338845029509,841,0.0610009478337243,841,0.0591913973229365,841,0.0560929683433851,841,0.0650182847015562,841,0.0907961050102866,841,0.209887147012333,841,0.0951951830311739,841,0.11228747361563,841,0.0974745903863842
840,0.0937300022353276,840,0.0749939402396859,840,0.0658577098991743,840,0.06750778579322,840,0.0626398753242092,840,0.0601864885228142,840,0.0579560039490716,840,0.0660378625894314,840,0.0925565241276703,840,0.209940873493221,840,0.0978501339198018,840,0.114350923920012,840,0.0991903237601431
839,0.0952446588187107,839,0.0765494063600932,839,0.0687397886151397,839,0.0686212331217439,839,0.0637050737562268,839,0.0610619613173093,839,0.0593217089892887,839,0.0681043637981312,839,0.0943997998894477,839,0.211094236319518,839,0.0982969563387631,839,0.115290222482509,839,0.0998212682747116
838,0.095766157192296,838,0.0755749892936861,838,0.0679223229042447,838,0.0686231127773217,838,0.063308077095352,838,0.0611714674576393,838,0.0583584101870928,838,0.0675232988478818,838,0.0948270796950726,838,0.210743405935752,838,0.098167456414084,838,0.115173103968874,838,0.0993259533496345
837,0.0974755299744099,837,0.0778730776109174,837,0.0695204245549124,837,0.0702029566231853,837,0.0645318108925186,837,0.062323385341433,837,0.0601800065955028,837,0.0686261141797077,837,0.0960176638721807,837,0.211017179963538,837,0.0989602505025858,837,0.116050302352282,837,0.101744028524643
836,0.0985423331263804,836,0.0788968110019178,836,0.0707766517851586,836,0.0713338080280529,836,0.0660231257697809,836,0.0636352059948525,836,0.0612389131409807,836,0.0706955540792986,836,0.0976978806919489,836,0.211513340691297,836,0.100666632400198,836,0.117732389530993,836,0.102205129270999
835,0.0995557972584494,835,0.079662971419061,835,0.07140294218887,835,0.072312656776102,835,0.0666138339119123,835,0.0643352604851284,835,0.0613992094456669,835,0.0706490713884057,835,0.0983156542547485,835,0.212028163167286,835,0.101213476658526,835,0.118224962946641,835,0.102926554042448
834,0.100016013271206,834,0.0803528915447502,834,0.0717983715835779,834,0.0725765138804559,834,0.0673835803777487,834,0.0644920792788005,834,0.0622790150716821,834,0.0707400615012468,834,0.0985387279383152,834,0.212260081066981,834,0.101406918122366,834,0.118469589074108,834,0.103583358627987
833,0.101308977204187,833,0.0813454363561989,833,0.0735532952462999,833,0.0733758221523361,833,0.0678652105474709,833,0.0653037696159956,833,0.0631812644683645,833,0.071789912207626,833,0.0999304411369994,833,0.212637692451255,833,0.102529649987793,833,0.119146768573809,833,0.104037996750798
832,0.103873431768253,832,0.0829229825094298,832,0.0744377558434129,832,0.0752650961828959,832,0.069024575293685,832,0.0670305388126952,832,0.0638472418436308,832,0.0742869187196095,832,0.101963207214984,832,0.213306325675417,832,0.103407042837573,832,0.120769052724476,832,0.105445097438715
831,0.103668273300685,831,0.0842083333036733,831,0.0758900054149548,831,0.0759922452315066,831,0.0706127355017339,831,0.067407100487976,831,0.064882886348744,831,0.0740391496105904,831,0.103313378525794,831,0.213654999679608,831,0.104315076389025,831,0.122037416955862,831,0.106242606113734
830,0.105812274870059,830,0.0845935209201285,830,0.0765997671998121,830,0.0772115416759481,830,0.0718478179472419,830,0.0688929277333249,830,0.0660519067315847,830,0.07530644148758,830,0.104121092212532,830,0.214102858939053,830,0.105448826416712,830,0.122251681337069,830,0.107001904594714
829,0.106782287316956,829,0.0859076508763144,829,0.0772634019669682,829,0.0778495412498961,829,0.0718872813453349,829,0.0694516197697051,829,0.066557345957318,829,0.0762289444367336,829,0.1052949749187,829,0.214338474309891,829,0.1054868770224,829,0.122336517815107,829,0.107559011307791
828,0.107580897908026,828,0.086554298538415,828,0.0777629631931218,828,0.0789071173418645,828,0.072952344214708,828,0.0699134434643898,828,0.0674384223038393,828,0.076996930044436,828,0.106201547140221,828,0.21446994541618,828,0.106201976883932,828,0.123150561761873,828,0.107830284052904
827,0.109545828169392,827,0.0885398385652913,827,0.0795476145084407,827,0.0802498692318873,827,0.0743414720880902,827,0.0707850000420393,827,0.068335407950133,827,0.078557521329802,827,0.10826444733933,827,0.214905653641558,827,0.107640229406807,827,0.124580656981834,827,0.108656556428817
826,0.110671423679867,826,0.0892972708522927,826,0.0806429676915589,826,0.0811108314477686,826,0.0750401826493889,826,0.0718498337924322,826,0.0692916034700926,826,0.0786410313803583,826,0.10910229583445,826,0.215218986910536,826,0.108254383435936,826,0.124930625747299,826,0.109610659583529
825,0.112766388905141,825,0.0908040494603529,825,0.0821975960718641,825,0.0823669458806753,825,0.0768597850159635,825,0.0736490977008288,825,0.0709363323984634,825,0.0807300283301419,825,0.110534775724346,825,0.215495555265079,825,0.109165829572204,825,0.12648899793296,825,0.111552786653511
824,0.113829078203653,824,0.0917346506658742,824,0.0831618289520309,824,0.0836172578197126,824,0.0772955974277035,824,0.0741079482453808,824,0.0716489061562157,824,0.0811001294707052,824,0.111938129631476,824,0.215681775994254,824,0.109956835196211,824,0.126904437494085,824,0.111913208771784
823,0.115007774248246,823,0.0927391283836183,823,0.0839582951816783,823,0.0844143404020981,823,0.0783392363992847,823,0.0747483811026202,823,0.0721398770295616,823,0.0821174337042279,823,0.112522135823737,823,0.21574188207437,823,0.110823984540094,823,0.127938070831329,823,0.112375348111483
822,0.116236326968059,822,0.0939784680558753,822,0.0848932112689274,822,0.0851111633046108,822,0.0792015411209876,822,0.075913312495111,822,0.0728944441114752,822,0.0831348381431326,822,0.113991435566088,822,0.215760004860192,822,0.111616412142229,822,0.128795563601139,822,0.113454155332569
821,0.117850743646285,821,0.0946320720843465,821,0.0858696687247944,821,0.0868322973418189,821,0.0804302054730939,821,0.0772563199044111,821,0.0740713525232785,821,0.0836889090100621,821,0.11516439728308,821,0.216264214989255,821,0.112369882677722,821,0.129304583726119,821,0.113975079308478
820,0.119245205545415,820,0.0966976317474612,820,0.0871596069424298,820,0.0872074162430968,820,0.0809209183444322,820,0.0785796691618929,820,0.0752010387452301,820,0.0853870736932267,820,0.116417050072701,820,0.217125001140604,820,0.113424676965341,820,0.130492746494813,820,0.114360894307466
819,0.121427541354959,819,0.0975230304180308,819,0.0892874462437904,819,0.0890827062024122,819,0.0834573955672303,819,0.0796804486425962,819,0.0759472579802187,819,0.0867800720779668,819,0.118523897357358,819,0.217907283809888,819,0.114830367870938,819,0.131408094172435,819,0.116763310483623
818,0.122644064588362,818,0.0999325264721949,818,0.0902515707190495,818,0.0907028882247521,818,0.0840249139636575,818,0.0812283833446796,818,0.077656684050713,818,0.0877309733358701,818,0.120427680439587,818,0.217693697087703,818,0.115976996720298,818,0.132681362365496,818,0.117507076239495
817,0.124580208661745,817,0.101208509374466,817,0.0917485276705309,817,0.091942244508524,817,0.0861043026342537,817,0.0817507771149972,817,0.0789809762534929,817,0.0898514332122872,817,0.121733280010768,817,0.217677330855701,817,0.11743895208306,817,0.133715681308136,817,0.119251609830738
816,0.126273671937547,816,0.102936823332998,816,0.0938021207579934,816,0.0939840604133922,816,0.0874764297962301,816,0.0837547958541768,816,0.0807531289802388,816,0.0912066627921689,816,0.122916511663983,816,0.218333831137342,816,0.118240392485478,816,0.13571760712586,816,0.120384028743428
815,0.128262966730507,815,0.103170556352353,815,0.0941988099862175,815,0.0954556468669121,815,0.0884840435723631,815,0.0845325069677315,815,0.0815628016305137,815,0.092259119532653,815,0.125047609379202,815,0.218094199586793,815,0.119602320474805,815,0.135957421561273,815,0.120760062206343
814,0.130373308522913,814,0.105941134556075,814,0.0956989713595634,814,0.0960417536587109,814,0.0895927806555865,814,0.0859799018449017,814,0.0821681003549659,814,0.0934432849513304,814,0.124631837486424,814,0.217872441103081,814,0.120932418580913,814,0.137543114572405,814,0.123109110137027
813,0.130925717877465,813,0.106728500830613,813,0.0971970149491628,813,0.0974056172174053,813,0.0901319654119921,813,0.0868613843520365,813,0.0834938810223708,813,0.0940701082330166,813,0.127226721821325,813,0.218274991291745,813,0.120950304343664,813,0.139207338268573,813,0.122754801795556
812,0.132926571757012,812,0.108544636319179,812,0.0988673777175886,812,0.0988397180139044,812,0.0917990833661671,812,0.0876000565501461,812,0.0846437537874459,812,0.0949973040104146,812,0.128774983989731,812,0.218324544610099,812,0.122039302624876,812,0.13927172274253,812,0.124685266159038
811,0.135278420569462,811,0.109995516275216,811,0.100467648026805,811,0.100783494182064,811,0.0939327998314064,811,0.0906383946859401,811,0.0858131117599419,811,0.0969711664420601,811,0.130808014949192,811,0.218655729872904,811,0.124446836742198,811,0.140656280723869,811,0.124770958916641
810,0.137340279889764,810,0.112625624650381,810,0.102848246384705,810,0.101608753905863,810,0.0952641283612581,810,0.0910420355622571,810,0.0873923115247826,810,0.0984828675873845,810,0.13199465575257,810,0.218951252737809,810,0.124718934082642,810,0.142400367768817,810,0.126739399281057
809,0.139090507500992,809,0.113138165443366,809,0.103457791583663,809,0.103173609300631,809,0.0962377507995536,809,0.0919678368158859,809,0.0875850446624214,809,0.0997590217302609,809,0.133391116357527,809,0.218651961091633,809,0.126784457051247,809,0.142815600870071,809,0.128119071659146
808,0.140886986764387,808,0.115015128396155,808,0.105906116349046,808,0.10526027265714,808,0.099153633947525,808,0.0947181196264079,808,0.0902244543217817,808,0.101342351785169,808,0.134657584224393,808,0.22062437099865,808,0.127881564804137,808,0.14420008397291,808,0.129195231194867
807,0.143104171953586,807,0.116205914950822,807,0.107354922123801,807,0.107096533512628,807,0.0997302955647068,807,0.0953392425569574,807,0.0917874112251163,807,0.102662654254611,807,0.136933794583319,807,0.219288449178992,807,0.129076672154621,807,0.146248541223436,807,0.130600607946192
806,0.145028834179659,806,0.118315508863556,806,0.108435170655992,806,0.107650411758926,806,0.101825540783219,806,0.0962874101303887,806,0.0926494347548818,806,0.104048654187233,806,0.138363945450145,806,0.220624715173352,806,0.129640761546756,806,0.147199378403941,806,0.131793799284275
805,0.147206390124645,805,0.120755549925183,805,0.111399300501993,805,0.109497960412403,805,0.103699233166613,805,0.0985631853417879,805,0.0945455910425648,805,0.106314419060579,805,0.139719253395037,805,0.219908218258674,805,0.132996395824261,805,0.14765592140013,805,0.133755234326352
804,0.149893365737794,804,0.122095396450996,804,0.113203266629843,804,0.112435573028175,804,0.105058513489669,804,0.100140849781374,804,0.09590143167096,804,0.107518855580903,804,0.141951861852279,804,0.22018297639016,804,0.133228273971099,804,0.149970469028168,804,0.135045374862103
